label,text
spam,Congratulations! You won a free gift. Claim now!
spam,Limited Offer! You won a free gift. Act fast!
spam,"Urgent! You won ₹10,000. Claim now!"
ham,"Hi, let's discuss the project soon."
ham,"Hello, let's meet the project soon."
ham,"Hi, let's meet the plan soon."
spam,Urgent! You receive a reward. Claim now!
ham,"Hi, let's review the project tomorrow."
spam,Urgent! You won a reward. Act fast!
spam,"Urgent! You won ₹10,000. Click now!"
ham,"Hello, let's meet the project soon."
spam,Limited Offer! You receive a free gift. Act fast!
ham,"Hi, let's review the schedule today."
ham,"Hi, let's discuss the schedule tomorrow."
spam,"Congratulations! You receive ₹10,000. Claim now!"
spam,Urgent! You receive a reward. Claim now!
ham,"Hello, let's discuss the plan soon."
ham,"Hello, let's discuss the project tomorrow."
spam,"Limited Offer! You receive ₹10,000. Act fast!"
ham,"Hello, let's review the schedule soon."
spam,Limited Offer! You receive a free gift. Act fast!
ham,"Hello, let's meet the plan soon."
spam,Urgent! You receive a reward. Claim now!
spam,"Congratulations! You receive ₹10,000. Click now!"
spam,Urgent! You won a free gift. Act fast!
ham,"Hi, let's review the plan today."
spam,Urgent! You get a free gift. Click now!
spam,Limited Offer! You get a reward. Act fast!
ham,"Hi, let's meet the schedule today."
ham,"Hello, let's meet the schedule soon."
ham,"Hello, let's review the schedule today."
spam,"Congratulations! You won ₹10,000. Click now!"
ham,"Hello, let's discuss the plan tomorrow."
ham,"Hi, let's review the schedule tomorrow."
ham,"Hi, let's review the project tomorrow."
spam,"Limited Offer! You get ₹10,000. Claim now!"
spam,Urgent! You won a reward. Act fast!
ham,"Hi, let's meet the schedule today."
ham,"Hello, let's review the project today."
